Tiempo,"ID de Usuario",Nombre,Apellido,"Numero de tarjeta",Dispositivo,"Punto del evento",Verificacion,Estado,Evento,Notas
"27/07/2026 18:49",7561812,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"27/07/2026 18:50",7920706,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"27/07/2026 18:50",6767306,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"27/07/2026 20:07",6453601,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"27/07/2026 20:08",6536120,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:07",9312012,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:19",6453601,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:27",6453601,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:30",6536120,,,,Cochabamba,"Sucursal Cochabamba","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"28/07/2026 08:35",7561812,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:37",6767306,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 08:50",7920706,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 18:27",7920706,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 18:27",7561812,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 18:29",6767306,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 19:22",6453601,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 19:33",9312012,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/07/2026 19:52",6536120,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/07/2026 07:35",6453601,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/07/2026 08:23",9312012,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/07/2026 08:32",6767306,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/07/2026 08:33",7920706,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/07/2026 08:39",7561812,,,,Cochabamba,"Sucursal Cochabamba","No disponible",Salida,"Apertura con tarjeta de proximidad",
