Tiempo,"ID de Usuario",Nombre,Apellido,"Numero de tarjeta",Dispositivo,"Punto del evento",Verificacion,Estado,Evento,Notas
"26/02/2022 16:36",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"02/03/2022 18:20",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"03/03/2022 07:59",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"03/03/2022 11:04",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"03/03/2022 19:01",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"03/03/2022 19:01",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"04/03/2022 07:34",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"04/03/2022 07:52",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"04/03/2022 18:17",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"04/03/2022 18:17",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"05/03/2022 07:46",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"05/03/2022 08:02",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"05/03/2022 13:12",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"05/03/2022 13:36",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/03/2022 07:42",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/03/2022 08:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"07/03/2022 18:54",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/03/2022 18:54",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"08/03/2022 07:45",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"08/03/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"08/03/2022 18:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"08/03/2022 18:47",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"09/03/2022 07:26",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"09/03/2022 08:14",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"09/03/2022 18:37",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"09/03/2022 18:51",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"10/03/2022 07:24",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"10/03/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"10/03/2022 18:35",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"10/03/2022 18:57",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"11/03/2022 07:28",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"11/03/2022 08:07",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"11/03/2022 18:59",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"11/03/2022 19:00",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"12/03/2022 07:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"12/03/2022 08:01",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"12/03/2022 13:06",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"12/03/2022 13:06",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"14/03/2022 07:36",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"14/03/2022 08:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"14/03/2022 18:45",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"14/03/2022 18:45",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"15/03/2022 07:30",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"15/03/2022 07:59",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"15/03/2022 19:27",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"15/03/2022 19:28",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"16/03/2022 07:32",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"16/03/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"16/03/2022 18:29",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"16/03/2022 18:50",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"17/03/2022 07:31",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"17/03/2022 08:02",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"17/03/2022 18:14",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"17/03/2022 18:53",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"18/03/2022 07:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"18/03/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"18/03/2022 18:07",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"18/03/2022 18:07",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"19/03/2022 07:55",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"19/03/2022 08:56",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"19/03/2022 13:09",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"19/03/2022 13:19",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"19/03/2022 13:53",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"21/03/2022 07:23",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"21/03/2022 08:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"21/03/2022 18:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"21/03/2022 22:36",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"21/03/2022 22:37",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"22/03/2022 07:19",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"22/03/2022 08:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"22/03/2022 18:09",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"22/03/2022 18:40",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"23/03/2022 07:21",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"23/03/2022 08:08",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"23/03/2022 18:10",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"23/03/2022 18:10",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"24/03/2022 07:17",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"24/03/2022 08:13",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"24/03/2022 18:37",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"24/03/2022 18:49",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"25/03/2022 07:28",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"25/03/2022 08:03",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"25/03/2022 18:12",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"25/03/2022 18:29",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"26/03/2022 07:45",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"26/03/2022 08:02",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"26/03/2022 13:06",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"26/03/2022 13:07",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"28/03/2022 07:24",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"28/03/2022 08:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"28/03/2022 18:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"28/03/2022 18:43",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"29/03/2022 07:25",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"29/03/2022 08:07",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"29/03/2022 18:24",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"29/03/2022 18:37",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"30/03/2022 07:27",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"30/03/2022 07:56",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"30/03/2022 18:45",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"30/03/2022 18:45",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"31/03/2022 07:26",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"31/03/2022 07:57",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"31/03/2022 19:01",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"31/03/2022 19:01",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"01/04/2022 07:22",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"01/04/2022 08:01",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"01/04/2022 18:30",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"01/04/2022 18:51",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"02/04/2022 07:35",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"02/04/2022 13:19",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"02/04/2022 13:44",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"04/04/2022 07:20",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"04/04/2022 08:09",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"04/04/2022 18:04",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"04/04/2022 18:26",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"05/04/2022 07:32",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"05/04/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"05/04/2022 18:36",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"05/04/2022 18:47",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"06/04/2022 07:25",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"06/04/2022 08:00",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"06/04/2022 18:06",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"06/04/2022 18:43",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/04/2022 07:55",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/04/2022 07:58",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"07/04/2022 18:22",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"07/04/2022 18:31",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"08/04/2022 07:25",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"08/04/2022 07:55",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible",Salida,"Apertura con tarjeta de proximidad",
"08/04/2022 18:32",13123678,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
"08/04/2022 18:33",1088070,,,,Chuquisaca,"Sucursal Sucre","No disponible","Estado 15","Apertura con tarjeta de proximidad",
